X1,X2,X3,Tr,X5,X6,Y
-0.6701099005139314,1.0082975411767172,0.23220644961233394,1.0,0.007445558893437188,0.08748006510763073,-0.43830492551825373
1.220905395027107,-0.03017501898871462,1.0585521361859134,1.0,0.3239786966155857,0.13478172511461772,-1.081941841153396
0.26383102559942495,0.11573765768680168,1.5701113053961584,0.0,0.20221399046280358,0.0542812524948069,-0.012947498208969312
-0.5214314664607415,0.018854502549697765,-1.6196719906346195,1.0,-0.5512361316259191,-1.624472066056929,-0.012116910225320505
1.989131664479645,0.7756634380225002,0.8723129913552606,1.0,-0.4869808608622549,0.05200710567310887,-0.731250791499471
0.786407996983081,0.20723186982143058,-0.8322231357655998,0.0,-1.219325706398587,-0.6468712558793254,0.3922570513150246
0.3615900988751266,-1.4343926145495216,-0.7977607013786294,1.0,-0.43446219885010223,0.385475921092246,1.6024928427864058
0.16999763745723717,0.2567030127960158,-0.4385273959930996,1.0,-0.30109912274125467,0.28784708576249324,-0.7183253775142906
-0.44257251375774365,0.8250117035320602,-0.9211485438486792,1.0,0.13409711587755072,0.2711239036419038,-0.09863080232015108
-0.8159986834491986,2.0788489761055486,0.44986606310071336,1.0,0.27292644834772684,-0.2729415098637602,-0.513699311063599
0.3556866133477171,-0.10967771438655413,1.6414067879662084,0.0,0.6479549592925508,0.5695693370337576,-0.645801691087428
2.2609656233089805,1.2983713178750451,-0.19771905401593748,0.0,1.1792598525742277,-0.5479676802957072,-0.05504199904192089
-0.061736432506781035,-0.5832015796686113,-0.7243807501610207,1.0,0.6356036492291678,-1.17133399336887,0.5664853983740099
0.937010314761784,0.05225695317624041,-0.16610301596358956,0.0,1.6539298976919568,0.2520492381924191,-0.3673018812130316
-0.17444250967499664,-0.47209768709081334,-0.7621848373890274,1.0,-0.5732989191292964,0.12491241332604248,0.42752523504815526
0.182877520215,0.2376093086398397,0.157625941400429,1.0,0.16513664570201306,-0.3569151891699473,0.32487369722873305
-0.17215816789029822,-1.1382950869226864,-1.4116827815324104,1.0,-0.8214670636538667,0.16312227057126827,-0.6531703520894844
-0.34849851005124977,1.0071505412687092,-1.5175632752648074,1.0,0.5525720395336111,-0.3615503864877753,0.824714577256471
1.886915574512198,-0.013826697061020283,0.5840935948779766,0.0,-0.06165532761351082,0.7076840281689675,0.5841721077782096
-0.4804862647085888,0.07213917909955493,-2.05599658035033,1.0,0.15971136145634288,-0.7145110297532167,0.7230917080577219
0.544567513264923,0.5905067136258692,-0.41470733577262575,1.0,-1.145575459374043,0.20160139767604954,-1.070533819718002
0.5619777115435249,-0.924475308909776,-0.15207891927646033,0.0,-0.9114517610648776,0.0771076542238536,0.17346308187769843
-0.3666649543082644,-1.0830429650959854,0.5300591853511769,0.0,0.06463033891829739,-0.4002550726853016,0.4848724589596116
1.2754362047507728,1.0850674666155127,1.222506036841959,0.0,-2.896473008566148,-0.6811180242325606,-1.2036559622732192
-0.12206420630227643,1.4452960908913073,0.29309263082549236,0.0,0.053232166670090564,-0.5908161704655776,-0.8180802471457217
0.34609419140940284,1.586272625112443,0.22962676914245084,1.0,-1.1740402638029974,-0.545922353554064,-0.5831064284311418
